,time,id,x,y,speed,east,north,coor,sinr,site
291,4,30,1778.78,590.19,6.65,386026,6671155,3860266671155,14.7060,6
292,4,31,1642.61,1180.61,5.61,385890,6671745,3858906671745,8.7932,6
293,4,32,1212.49,1067.45,5.33,385460,6671632,3854606671632,17.3850,8
294,4,33,1383.66,881.83,0.0,385631,6671446,3856316671446,20.2865,2
295,4,34,1539.24,983.63,5.06,385786,6671548,3857866671548,42.9818,2
296,4,35,1041.48,1282.62,3.28,385289,6671847,3852896671847,4.2327,9
297,4,36,1665.6,1082.35,2.95,385913,6671647,3859136671647,21.7510,2
298,4,37,1329.4,1140.07,0.0,385576,6671704,3855766671704,14.1589,8
299,4,38,1158.19,1152.1,6.67,385405,6671716,3854056671716,6.6105,7
300,4,39,1478.96,1240.8,6.2,385726,6671805,3857266671805,5.6954,8
301,4,4,1300.8,577.15,6.15,385548,6671141,3855486671141,6.3340,9
302,4,40,1392.52,740.77,6.18,385640,6671305,3856406671305,40.1363,9
303,4,41,1629.57,1178.76,2.03,385877,6671743,3858776671743,9.4288,6
304,4,42,1003.12,1394.61,5.85,385250,6671959,3852506671959,29.2436,5
305,4,43,1954.7,1061.76,0.01,386202,6671626,3862026671626,30.5232,12
306,4,44,1969.71,1218.79,5.02,386217,6671783,3862176671783,15.0940,12
307,4,45,1590.61,1019.13,4.66,385838,6671583,3858386671583,32.6665,2
308,4,46,1403.8,729.57,2.65,385651,6671294,3856516671294,42.9620,9
309,4,47,1355.11,1160.33,6.84,385602,6671725,3856026671725,9.0945,8
310,4,48,1573.63,1005.96,5.26,385821,6671570,3858216671570,38.0568,2
311,4,49,1724.4,807.43,6.31,385971,6671372,3859716671372,14.6238,6
312,4,5,1439.29,1437.6,6.27,385686,6672002,3856866672002,14.2562,10
313,4,50,1096.23,1454.42,5.82,385343,6672019,3853436672019,42.5191,5
314,4,51,1327.13,1135.12,3.49,385574,6671699,3855746671699,14.5254,8
315,4,52,1017.9,773.33,6.84,385265,6671338,3852656671338,27.7862,11
316,4,53,1109.31,833.18,0.0,385356,6671398,3853566671398,6.4670,11
317,4,54,1972.06,1252.86,6.04,386219,6671817,3862196671817,18.3309,3
318,4,55,1370.72,1559.87,5.69,385618,6672124,3856186672124,6.7153,10
319,4,56,1334.88,978.9,3.25,385582,6671543,3855826671543,4.2142,2
320,4,57,1853.32,905.9,7.17,386100,6671470,3861006671470,10.4132,12
321,4,59,1108.3,1341.25,5.76,385355,6671906,3853556671906,8.9120,5
322,4,6,1349.97,1556.94,0.06,385597,6672121,3855976672121,8.5540,5
323,4,60,1869.51,1067.9,6.65,386117,6671632,3861176671632,8.9886,4
324,4,61,1598.33,690.65,5.93,385845,6671255,3858456671255,23.9599,6
325,4,62,1481.28,595.21,0.0,385728,6671160,3857286671160,18.3350,9
326,4,63,1870.19,1047.3,4.57,386117,6671612,3861176671612,10.6236,4
327,4,64,1654.94,1174.38,4.76,385902,6671739,3859026671739,9.5014,4
